body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,activity_label
36.83,26.17,1015.29,72.94,1.26,1.27,0.85,78.68,183.11,107.95,84.78,95.49,Walking
36.9,27.47,1012.88,74.56,0.08,0.1,0.08,10.83,11.88,5.11,63.15,97.3,Sedentary
36.53,25.44,1015.9,55.14,3.39,2.67,2.58,400.59,401.95,401.19,115.84,96.1,Running
36.96,34.05,1009.69,46.69,2.91,1.88,2.61,247.72,330.0,398.29,139.12,96.29,Running
37.36,26.65,1006.34,54.67,0.04,0.05,0.0,3.86,1.32,-1.19,39.93,97.76,Sleeping
36.79,26.63,994.75,32.92,3.62,3.12,2.55,220.29,245.05,345.09,172.87,97.12,Running
37.01,14.13,1020.95,48.05,3.44,1.72,4.11,373.08,382.29,396.36,185.62,97.67,Running
36.65,26.12,994.01,32.56,1.38,1.17,0.61,91.44,116.86,16.76,79.73,98.56,Walking
36.36,32.85,1028.34,72.13,3.1,2.33,3.76,493.03,287.61,171.99,147.2,96.77,Running
37.04,28.8,1008.72,54.06,1.24,1.92,0.46,132.57,139.63,89.14,80.01,96.12,Walking
36.59,29.97,1019.26,79.22,0.1,0.02,0.1,10.44,5.38,10.46,58.08,97.62,Sedentary
36.26,24.25,1010.11,43.43,0.14,0.14,0.16,10.64,5.86,9.35,81.09,96.61,Resting
36.36,32.79,1016.23,47.81,0.06,0.11,0.05,11.21,2.19,6.47,72.75,99.07,Sedentary
36.65,22.02,994.86,53.34,0.01,0.06,0.04,7.72,7.84,4.21,50.92,97.81,Sleeping
37.11,17.32,1023.98,42.03,0.94,2.21,1.64,70.73,137.58,123.44,80.98,97.98,Walking
36.82,32.65,1002.38,47.6,1.5,1.28,1.74,67.48,116.7,128.38,94.75,98.96,Walking
36.45,29.41,1016.03,63.28,1.58,0.91,1.47,116.75,83.04,134.99,111.77,97.46,Walking
36.59,15.53,1009.25,42.18,0.69,1.08,1.24,89.03,142.19,79.94,78.67,97.17,Walking
37.04,34.4,1018.58,56.5,0.06,0.06,0.05,6.94,0.65,8.3,57.71,95.68,Sleeping
37.32,30.14,1013.94,48.3,3.62,2.89,2.98,367.01,157.69,224.2,158.62,97.1,Running
36.34,30.66,1030.64,33.78,0.0,0.08,0.09,6.51,5.61,7.26,49.9,96.22,Sleeping
36.82,28.31,1003.26,54.16,0.1,0.17,0.05,5.4,8.85,12.01,54.99,96.58,Resting
36.64,34.09,1018.16,57.65,0.03,0.06,0.06,9.19,7.32,6.96,69.83,98.04,Sedentary
36.51,26.3,1004.97,72.46,1.09,1.93,1.21,188.4,90.4,176.6,80.17,97.33,Walking
36.69,27.04,1004.88,39.2,1.8,1.31,1.36,75.35,115.2,94.62,105.63,99.04,Walking
36.37,32.99,1026.84,36.15,3.17,3.37,3.9,477.58,343.31,235.46,139.81,96.13,Running
37.08,23.84,1007.91,42.53,0.09,0.1,0.11,14.41,12.88,13.67,58.64,98.42,Resting
36.78,27.73,985.79,50.53,0.09,0.02,0.08,7.02,8.3,6.87,75.67,98.33,Sedentary
36.73,23.73,997.56,46.87,0.09,0.14,0.09,14.18,13.16,13.36,61.49,97.08,Resting
36.84,33.74,1010.39,74.78,0.05,0.11,0.03,3.67,6.67,8.56,42.76,97.01,Sleeping
36.48,37.56,1021.54,30.94,3.24,3.77,2.38,349.86,199.83,567.05,173.46,98.22,Running
36.83,32.02,1008.06,52.9,3.14,3.11,3.71,203.08,306.48,482.65,134.46,95.42,Running
36.56,33.02,1006.8,72.09,1.07,1.19,0.75,126.16,119.4,87.77,82.92,96.54,Walking
36.68,41.55,1030.01,36.0,0.05,-0.03,0.04,1.98,2.53,-1.09,52.89,97.75,Sleeping
35.98,31.1,1042.7,66.2,0.1,0.08,0.05,2.61,10.8,4.75,70.07,96.41,Resting
36.37,28.4,1018.53,74.99,0.18,0.11,0.12,4.13,-2.81,13.07,64.59,97.75,Resting
37.15,32.5,1024.67,33.96,0.09,0.13,0.12,8.26,11.96,2.74,58.39,97.57,Resting
36.78,31.46,1009.86,47.05,0.04,0.07,0.11,3.86,6.08,7.24,40.66,96.99,Sleeping
36.99,21.93,1002.46,76.67,0.08,0.04,0.18,9.54,12.04,14.21,74.62,98.32,Resting
36.68,33.63,1004.19,62.0,0.1,0.05,0.08,14.16,6.32,8.2,53.52,98.57,Sleeping
36.61,29.89,999.8,58.38,0.09,0.07,0.11,11.36,8.31,11.97,53.84,95.14,Resting
37.21,30.74,1017.37,53.52,0.03,0.08,0.07,6.0,3.87,18.01,70.01,96.71,Resting
37.01,31.53,1027.57,70.23,0.16,0.09,0.09,18.56,2.91,14.35,66.26,97.97,Resting
36.71,18.7,1012.26,68.11,1.65,0.89,0.94,227.49,128.83,140.71,103.46,97.32,Walking
36.63,22.01,1021.35,31.15,0.15,0.12,0.14,4.96,14.59,2.4,55.7,96.56,Resting
36.79,32.58,1014.7,35.85,0.08,0.1,0.14,7.48,12.38,13.6,81.26,96.95,Sedentary
36.9,22.52,1012.91,53.8,0.05,0.11,0.09,3.92,10.33,9.59,71.54,96.94,Sedentary
36.98,24.56,1012.14,65.35,0.05,0.09,0.17,7.8,6.6,2.81,67.67,96.91,Resting
37.13,24.09,1026.04,47.32,0.02,0.19,0.15,6.73,13.16,12.82,60.36,95.72,Resting
36.32,32.72,1001.53,51.87,1.26,1.97,0.65,110.32,121.49,125.46,99.84,97.59,Walking
36.45,26.58,1013.95,39.93,3.21,3.33,2.76,467.08,368.74,265.36,129.3,97.09,Running
36.69,25.08,1007.11,33.93,1.1,1.16,0.77,105.96,122.34,171.16,99.49,95.59,Walking
36.23,32.52,1001.79,78.1,0.01,0.17,0.12,10.07,4.77,11.1,68.07,96.64,Resting
37.08,32.93,1007.29,46.38,0.04,0.13,0.04,11.14,16.77,7.18,60.21,98.42,Resting
36.69,20.49,1018.58,43.3,0.1,0.07,0.05,5.35,1.65,0.87,71.91,97.55,Sedentary
36.86,32.07,995.95,65.19,1.67,1.1,1.03,128.11,141.86,165.92,90.07,97.98,Walking
36.76,24.92,1020.45,34.75,0.0,0.04,0.02,9.26,2.61,6.32,48.7,95.59,Sleeping
36.72,27.24,1020.25,72.11,1.62,1.39,1.24,99.73,122.3,145.7,106.08,97.05,Walking
36.52,15.23,1023.39,73.27,3.07,3.42,4.3,511.92,373.96,244.79,120.42,95.78,Running
36.65,21.61,1008.29,35.52,0.1,0.11,0.11,11.34,9.63,4.91,56.54,97.49,Resting
36.81,22.99,1029.39,58.7,0.08,0.04,0.07,8.54,9.06,2.69,52.89,97.17,Sleeping
36.73,31.86,1034.84,40.06,3.07,3.25,2.83,234.33,440.73,508.39,149.96,96.75,Running
36.89,32.45,1011.59,71.81,0.02,0.05,0.04,11.53,2.75,9.9,72.98,99.13,Sedentary
36.98,33.6,1025.76,69.79,0.06,0.08,0.0,2.49,7.64,-0.85,53.14,96.9,Sleeping
36.84,22.9,1017.62,31.76,4.13,3.24,4.13,477.35,683.82,154.12,136.41,96.75,Running
36.44,39.43,990.44,48.24,0.07,0.01,0.17,4.15,12.62,1.24,51.71,97.19,Resting
36.86,19.4,999.68,35.24,0.05,0.0,0.12,12.83,6.42,2.84,54.61,95.81,Sleeping
37.34,18.06,1013.85,32.93,0.05,0.03,0.02,-0.04,-0.49,8.9,48.92,95.88,Sleeping
36.59,36.28,1027.55,55.94,0.18,0.12,0.05,14.56,13.32,16.0,75.36,97.24,Resting
36.91,16.34,1025.57,57.04,0.15,0.12,0.15,2.54,10.19,0.92,69.49,97.77,Resting
36.27,37.6,1018.15,35.17,0.09,0.06,0.08,8.49,15.72,6.88,70.02,98.7,Sedentary
37.02,32.41,1020.66,58.54,2.4,2.81,2.18,457.58,234.11,303.85,178.99,96.97,Running
36.82,34.34,1017.43,67.12,0.11,0.21,-0.0,14.67,11.86,12.31,60.86,97.53,Resting
36.74,28.02,1013.27,30.11,0.06,0.08,0.01,9.94,0.95,2.89,47.83,97.14,Sleeping
37.18,32.25,1019.49,34.92,0.02,0.08,0.15,5.98,2.4,-0.44,66.59,96.1,Sedentary
37.18,37.43,1013.96,74.87,0.9,1.6,1.27,166.12,158.08,126.42,86.75,95.77,Walking
36.03,23.9,1013.73,75.77,0.03,0.05,0.13,1.2,18.87,12.92,54.11,96.38,Resting
36.87,17.35,1033.62,66.94,1.44,1.5,1.17,77.79,182.98,106.7,90.85,97.53,Walking
36.71,34.23,1007.76,60.55,0.04,0.07,0.09,9.28,13.87,3.96,88.89,97.25,Sedentary
37.2,29.06,992.96,58.74,0.02,0.05,0.09,10.13,9.6,7.07,71.95,95.78,Sedentary
37.09,29.72,1005.77,66.14,0.09,0.11,0.1,7.71,16.32,1.46,56.05,94.95,Resting
36.9,32.41,1035.29,37.11,0.18,0.09,0.16,12.9,12.62,9.35,73.03,96.6,Resting
36.51,34.63,1017.49,31.19,1.15,1.0,1.02,124.19,154.5,100.92,96.06,96.94,Walking
36.88,28.55,1013.31,68.22,1.66,0.89,1.33,158.82,133.36,100.46,98.62,95.97,Walking
36.89,24.77,993.12,33.37,0.08,0.08,0.1,13.77,14.93,7.6,73.26,97.09,Sedentary
36.65,29.41,993.73,67.83,0.12,0.06,0.12,7.04,2.51,7.69,76.26,96.56,Sedentary
36.71,33.93,1009.5,57.75,0.12,0.14,0.14,9.48,4.06,5.75,69.68,98.26,Sedentary
37.14,29.67,1009.1,32.44,0.06,0.07,0.08,8.53,8.57,10.0,62.33,97.56,Resting
36.54,30.02,1009.51,78.77,0.11,0.1,0.13,10.06,5.04,5.05,65.37,98.88,Resting
36.57,23.49,1031.59,79.49,0.01,0.05,0.09,6.14,7.59,7.33,48.15,97.14,Sleeping
36.87,26.49,1028.07,77.91,0.08,0.13,0.11,7.18,5.86,8.35,67.81,97.71,Sedentary
36.66,17.91,1017.74,75.16,0.04,0.1,0.07,3.74,9.57,8.32,56.2,96.8,Sleeping
36.92,22.8,1031.41,44.21,1.67,1.31,0.81,148.06,100.96,158.41,68.93,96.65,Walking
37.26,20.84,991.11,34.99,0.07,0.05,0.08,2.4,4.96,6.73,68.76,96.83,Sedentary
36.44,16.04,1021.96,43.31,0.06,0.08,0.04,16.0,10.6,10.33,65.38,96.66,Resting
36.87,31.72,1014.05,75.04,0.09,0.11,0.03,2.08,5.65,3.58,47.16,96.5,Sleeping
36.89,34.66,1009.42,36.99,3.88,3.57,4.07,191.29,316.33,506.93,158.55,98.98,Running
36.28,21.88,1024.02,78.42,0.08,0.1,0.1,8.72,21.35,3.53,78.34,97.13,Resting
37.47,37.03,1002.72,55.05,0.08,0.18,0.11,18.39,7.47,13.25,60.39,96.42,Resting
36.8,27.93,1006.29,64.74,0.13,0.12,0.18,11.34,16.97,13.51,66.1,96.4,Resting
36.85,18.07,1003.9,45.64,2.93,3.0,3.29,313.1,366.21,430.39,142.68,96.69,Running
36.76,24.76,999.61,30.04,3.67,2.57,3.8,445.29,377.03,407.94,127.94,96.06,Running
37.11,28.83,1030.27,40.62,0.02,0.04,0.07,11.49,13.33,11.01,65.11,95.57,Sedentary
37.03,24.92,993.91,62.6,1.86,0.57,1.09,166.59,77.67,58.93,107.32,97.56,Walking
36.84,34.23,1016.08,43.9,0.09,0.06,0.02,1.55,5.08,3.88,52.71,96.81,Sleeping
36.77,16.72,997.71,42.42,0.1,0.07,0.07,16.71,14.36,8.87,61.13,95.68,Resting
37.32,22.05,1007.31,68.99,0.06,0.08,0.11,11.17,7.55,7.46,73.41,96.72,Sedentary
36.81,25.59,1002.85,30.86,0.79,0.89,1.14,111.83,18.2,124.46,94.97,97.91,Walking
37.32,23.12,999.84,43.0,0.06,0.01,0.04,8.78,6.01,0.15,49.08,98.1,Sleeping
36.98,27.32,1021.81,31.56,0.12,0.09,0.11,4.73,8.03,9.58,69.4,96.71,Sedentary
36.47,33.64,1008.39,50.13,0.02,0.13,0.11,9.94,6.7,3.74,77.55,97.72,Sedentary
36.13,30.77,1006.67,68.91,0.07,0.08,0.02,11.31,11.59,4.75,65.15,97.36,Resting
36.75,28.48,1037.51,75.5,0.08,0.1,0.1,16.0,13.45,10.58,57.6,95.46,Sedentary
37.28,22.84,1008.86,34.45,0.06,0.02,0.01,1.98,6.65,4.48,51.52,95.28,Sleeping
36.96,23.22,1019.2,65.05,0.01,0.1,0.05,11.73,6.88,11.93,66.2,96.88,Sedentary
36.8,27.18,1016.75,72.89,0.95,1.39,0.71,115.34,115.42,153.6,95.29,96.6,Walking
36.68,16.16,1000.05,52.62,0.05,0.05,0.04,3.26,3.35,6.73,43.09,97.1,Sleeping
36.41,33.41,1007.34,63.83,0.04,0.15,0.08,8.8,13.04,12.09,66.17,97.49,Sedentary
37.19,32.69,1025.11,45.66,3.21,3.32,2.85,430.82,369.04,323.93,159.98,95.93,Running
36.64,21.5,1002.03,46.36,0.05,0.08,0.08,3.75,6.61,1.56,59.35,96.63,Sleeping
37.0,27.09,1020.04,60.71,3.29,3.26,3.06,309.2,320.25,602.6,144.93,96.32,Running
37.21,27.03,1012.32,38.76,2.68,2.89,4.33,376.78,483.79,297.42,141.27,97.92,Running
37.26,22.12,1034.72,46.47,0.1,0.05,0.07,5.77,9.79,3.77,49.96,96.96,Sleeping
36.78,30.48,1015.13,62.7,0.04,0.07,0.04,7.39,-1.96,4.61,54.33,98.6,Sleeping
37.16,28.68,1011.24,43.9,2.02,1.18,0.89,133.29,123.41,132.28,100.24,97.06,Walking
36.92,21.62,1028.62,59.86,0.03,0.06,0.15,15.14,5.1,10.01,66.45,96.07,Sedentary
36.49,21.03,1016.64,65.23,3.07,2.68,4.2,394.96,368.38,375.22,174.51,97.06,Running
36.57,34.59,1006.16,65.74,1.64,1.68,0.69,111.66,95.87,121.79,88.7,97.69,Walking
36.63,33.48,1030.59,46.58,2.86,2.52,3.52,337.13,501.13,466.59,160.7,97.7,Running
36.98,26.24,1003.28,32.88,3.06,2.9,2.39,326.73,464.81,242.1,145.31,95.73,Running
36.82,25.8,1014.74,42.83,0.04,0.03,0.11,7.91,5.84,12.27,55.59,96.67,Resting
37.18,30.7,1024.86,40.08,0.08,0.04,0.16,11.08,24.43,10.86,59.61,98.45,Resting
36.57,23.03,1008.3,54.33,1.28,0.89,0.65,116.29,70.34,168.4,118.39,96.37,Walking
36.77,35.35,1013.22,45.62,0.07,0.08,0.07,16.25,14.26,9.44,68.53,97.26,Sedentary
36.35,24.2,1011.01,59.2,0.11,0.04,0.13,8.87,10.64,10.54,74.33,98.0,Sedentary
35.94,28.41,1018.23,79.68,0.01,0.11,0.16,6.27,6.84,14.37,59.37,97.04,Resting
36.63,26.82,1011.5,33.67,0.1,0.12,0.06,5.06,6.9,5.01,73.77,94.83,Sedentary
36.35,34.53,1008.66,41.79,1.73,2.63,4.04,241.32,413.04,447.45,148.47,96.92,Running
36.75,35.51,1017.03,60.85,0.02,0.1,0.05,5.73,2.32,1.51,41.32,97.18,Sleeping
36.49,42.57,1013.3,55.84,0.12,0.07,0.18,7.87,5.65,-0.63,70.71,96.14,Resting
36.84,33.05,1024.16,73.72,3.8,3.13,2.76,349.79,315.15,387.88,133.38,96.17,Running
37.38,27.89,997.77,50.22,0.06,0.05,-0.01,3.38,10.38,2.29,52.09,96.29,Sleeping
36.82,38.24,1010.8,64.4,1.12,1.86,0.87,112.94,141.29,153.88,102.28,97.49,Walking
36.98,30.62,1019.26,58.67,0.76,1.55,1.9,57.25,45.08,66.08,96.76,99.97,Walking
37.25,24.55,1017.64,62.3,1.1,0.87,1.33,98.16,32.51,114.11,94.69,96.66,Walking
37.13,45.18,1025.96,71.95,1.09,1.21,1.02,107.99,74.77,78.2,100.29,97.35,Walking
37.23,24.59,1012.72,40.35,1.06,0.94,1.67,191.16,87.42,166.61,89.25,97.8,Walking
36.63,25.86,1020.72,44.78,0.92,1.27,0.84,92.35,131.95,87.41,105.89,95.31,Walking
36.58,27.89,1022.44,50.91,1.49,1.02,1.19,138.49,173.93,134.85,89.69,96.25,Walking
36.59,32.13,1021.65,65.54,1.39,1.6,1.19,148.33,189.23,92.55,78.63,98.63,Walking
36.8,29.22,1021.75,75.22,3.52,3.41,4.87,394.5,453.81,272.35,170.1,97.92,Running
36.63,26.7,1024.85,31.79,0.01,0.07,0.07,5.42,1.52,7.8,50.17,96.17,Sleeping
37.09,20.83,1015.02,61.79,0.02,0.03,0.07,6.58,2.91,4.46,43.36,97.39,Sleeping
37.02,31.97,1020.01,41.26,0.05,0.11,-0.0,3.04,8.48,-1.45,53.75,95.72,Sleeping
36.7,34.82,995.83,75.52,0.15,0.05,0.1,4.88,5.83,-2.27,57.59,97.46,Sedentary
36.97,30.34,1022.31,78.51,0.09,0.12,0.15,7.94,12.83,11.1,64.61,97.11,Sedentary
36.62,20.99,1021.49,76.88,3.15,2.29,4.93,358.73,507.53,455.12,163.18,96.93,Running
36.22,23.82,1008.03,60.16,0.93,1.55,1.81,160.63,161.39,146.72,92.82,97.45,Walking
37.08,28.27,1011.28,38.77,0.06,0.11,0.05,12.49,4.3,12.71,72.3,99.27,Sedentary
36.85,28.36,1001.73,41.82,0.16,0.09,0.08,17.3,9.43,7.4,48.41,97.97,Resting
36.77,31.65,995.66,59.69,2.4,2.16,3.23,608.99,363.49,106.25,124.16,98.39,Running
36.84,25.11,1022.03,44.39,3.1,3.84,2.76,368.0,404.47,323.35,149.9,95.3,Running
36.88,25.18,1019.2,41.49,0.1,0.01,0.05,-2.07,7.62,1.77,69.27,96.35,Sedentary
36.86,25.55,1022.42,71.79,0.15,0.1,0.08,9.06,2.67,16.91,55.8,97.66,Resting
37.09,38.16,992.39,69.71,0.08,0.07,0.09,7.75,16.58,16.52,63.83,96.82,Sedentary
36.77,17.69,1020.87,64.04,0.09,0.15,0.05,12.08,12.38,7.05,80.59,96.42,Sedentary
37.66,26.1,1003.06,54.56,0.14,0.1,0.12,14.48,8.07,14.78,67.05,97.01,Resting
36.88,31.5,1011.14,46.18,0.17,0.15,0.09,8.88,4.76,11.29,65.36,97.58,Resting
36.8,24.8,1011.93,44.16,2.8,2.76,2.8,551.24,147.62,485.48,119.24,98.13,Running
36.97,28.43,1012.03,65.87,2.52,3.07,2.3,68.18,358.2,304.74,140.39,97.8,Running
36.89,22.64,1013.26,79.56,2.15,1.75,4.88,488.06,319.74,567.32,171.52,95.44,Running
36.73,28.25,1026.39,53.81,1.32,0.88,0.4,179.84,139.5,122.16,109.91,97.15,Walking
36.96,34.95,1037.55,34.14,3.37,2.22,3.85,776.56,397.04,275.92,162.25,97.82,Running
36.8,26.59,998.85,61.66,0.07,0.15,0.08,5.06,10.2,8.84,58.12,95.82,Resting
36.86,26.6,1007.11,36.1,0.04,0.08,0.07,6.61,6.58,17.24,85.91,94.98,Sedentary
36.66,26.87,1018.29,53.64,3.11,2.8,2.82,370.13,324.74,436.58,186.14,96.5,Running
36.35,16.33,1027.04,36.28,3.38,2.76,3.4,543.44,248.34,588.31,170.73,97.61,Running
37.0,27.75,1009.27,54.12,0.02,0.05,0.0,4.5,7.8,2.03,47.54,96.06,Sleeping
36.74,29.4,1011.17,62.23,0.12,-0.0,0.13,10.17,8.52,6.91,73.84,96.25,Sedentary
36.7,35.07,1013.93,51.81,0.14,0.07,0.07,16.42,7.96,6.11,73.13,95.9,Resting
36.6,27.41,1011.0,77.29,0.03,0.06,0.17,12.63,13.9,8.08,57.81,96.88,Resting
36.53,26.58,1006.94,34.85,0.11,0.04,0.09,4.61,2.84,3.18,48.62,98.2,Sleeping
37.09,22.23,1013.45,44.99,0.05,0.05,0.04,5.6,1.16,4.83,52.41,98.19,Sleeping
36.89,30.13,1005.15,49.62,0.03,0.04,0.09,10.3,5.12,11.94,57.49,98.48,Sleeping
37.19,28.95,1017.4,78.88,0.06,0.03,0.15,7.26,19.2,11.49,75.29,96.83,Sedentary
36.87,21.06,1011.57,70.05,2.31,2.95,3.68,397.1,407.97,412.25,155.16,98.09,Running
36.71,27.93,1002.53,75.69,0.06,0.14,0.1,12.49,0.19,-0.44,75.36,96.65,Sedentary
36.73,27.62,1023.43,43.28,1.6,1.63,1.68,93.13,104.75,70.84,93.7,97.02,Walking
36.54,28.56,999.61,71.99,0.03,0.11,0.06,20.49,12.85,7.79,64.35,97.89,Resting
36.87,19.55,1021.58,44.73,0.1,0.12,0.13,20.01,8.43,11.13,81.32,97.22,Resting
36.63,28.86,995.05,66.99,2.12,4.05,2.67,316.35,495.29,523.56,169.95,97.09,Running
35.99,25.65,1006.36,52.1,0.07,0.01,0.1,6.88,2.8,7.53,42.17,97.62,Sleeping
36.77,36.81,1009.76,53.09,0.09,0.04,0.08,8.04,1.86,15.2,58.69,96.59,Resting
36.49,30.51,1007.47,56.83,0.03,0.09,0.09,6.54,16.38,12.63,70.55,96.95,Sedentary
36.03,21.08,1007.91,30.08,0.08,0.03,0.1,2.65,17.58,1.63,66.72,96.95,Sedentary
37.07,33.89,1027.31,53.83,2.93,1.63,3.02,330.0,183.35,399.83,146.49,96.91,Running
37.2,29.54,988.7,32.92,2.12,1.66,1.0,99.65,95.22,23.58,77.43,97.27,Walking
37.11,24.1,1004.35,62.6,0.04,0.07,0.21,4.82,2.8,13.46,67.37,98.31,Sedentary
36.45,26.73,1001.87,48.95,1.27,1.35,0.94,85.29,173.14,66.05,94.36,96.47,Walking
36.64,28.93,1015.68,55.46,1.26,1.45,1.98,139.81,182.12,116.67,87.16,96.5,Walking
36.97,37.86,1000.16,49.95,1.0,1.48,1.2,138.04,105.92,117.07,98.87,97.12,Walking
36.4,18.93,1031.07,62.23,0.97,1.38,1.55,112.35,127.63,125.25,101.69,96.1,Walking
36.79,25.48,1011.01,45.45,0.1,0.11,0.06,5.72,7.87,7.58,67.73,97.58,Resting
36.8,13.44,1005.86,64.52,0.05,0.09,0.16,13.87,6.83,14.06,78.47,97.32,Sedentary
36.8,40.73,1011.58,60.36,2.6,3.76,2.43,533.34,343.64,436.65,137.56,96.72,Running
37.01,33.14,1013.21,32.14,4.02,3.82,2.69,459.56,394.73,343.63,126.56,96.76,Running
36.85,32.9,1013.56,43.25,3.4,3.44,1.68,356.14,545.2,360.74,161.96,96.1,Running
37.04,26.13,1013.21,43.17,2.71,3.64,3.5,475.75,324.98,644.2,83.81,97.7,Running
36.51,22.7,1014.65,60.87,0.3,1.33,1.02,145.54,129.84,180.43,89.33,97.29,Walking
36.56,29.21,1015.51,76.44,0.76,1.13,1.2,101.87,84.12,208.98,102.72,97.91,Walking
37.27,20.84,1010.4,67.46,0.01,0.1,0.05,7.64,1.98,8.97,42.47,98.19,Sleeping
36.79,30.22,1021.99,78.05,0.04,0.09,0.02,4.6,6.79,7.92,52.92,96.47,Sleeping
37.05,22.75,1016.77,61.28,0.03,0.05,0.02,1.68,5.66,6.78,54.54,96.04,Sleeping
36.75,21.4,1004.23,38.01,0.08,0.01,0.06,-0.06,12.61,2.93,65.78,96.95,Sedentary
36.72,28.71,1014.35,38.41,1.61,2.74,3.26,474.6,415.05,492.76,124.77,97.16,Running
36.59,29.91,1019.6,39.73,0.07,0.05,0.05,3.87,9.48,11.54,69.18,96.46,Sedentary
36.37,21.79,997.18,32.38,2.52,3.09,3.12,239.01,413.48,424.33,158.83,95.97,Running
36.9,30.29,999.12,78.03,0.05,0.06,0.1,11.16,2.79,13.19,74.69,96.19,Sedentary
36.7,40.4,1014.07,65.62,0.04,0.04,0.11,13.29,7.05,8.14,78.99,96.23,Sedentary
36.49,26.03,1013.24,75.38,0.04,0.03,0.03,5.11,7.82,5.82,49.14,97.13,Sleeping
36.98,28.42,1014.75,53.33,0.12,0.18,0.09,12.04,13.32,7.51,63.9,96.56,Resting
36.99,25.02,1007.54,64.04,0.01,0.05,0.07,2.07,-0.76,5.47,50.66,97.48,Sleeping
36.73,22.37,1022.39,33.19,1.26,1.22,1.85,167.97,89.85,98.7,104.69,98.16,Walking
36.64,35.5,1022.88,71.43,0.88,1.4,0.9,136.26,141.81,64.29,84.44,97.69,Walking
36.72,33.08,984.41,54.09,0.12,0.18,0.02,2.61,7.38,5.3,62.51,98.54,Resting
36.68,21.45,1009.49,48.32,2.43,3.66,3.39,587.7,498.65,385.56,142.26,97.56,Running
36.82,28.34,1003.49,70.86,0.12,0.04,0.05,1.24,10.61,5.78,47.23,98.13,Sleeping
37.0,22.61,1027.97,59.62,0.97,1.99,1.31,106.86,109.77,169.94,109.72,98.17,Walking
36.26,31.8,1020.42,51.69,0.11,0.09,0.09,8.36,13.19,13.11,51.94,98.83,Resting
37.01,33.28,1007.88,39.53,3.69,4.01,3.38,429.21,532.13,376.86,166.9,98.38,Running
36.73,25.67,989.49,34.99,0.1,0.04,0.07,4.2,0.27,5.59,57.74,94.95,Sleeping
36.9,23.37,999.05,55.72,0.08,0.06,0.05,10.23,7.55,8.74,71.27,97.55,Sedentary
36.62,26.7,1025.96,57.08,0.89,1.48,1.69,94.79,174.07,117.83,85.14,98.16,Walking
36.8,26.3,1024.65,57.58,0.04,0.09,0.02,8.96,4.04,6.24,51.35,96.85,Sleeping
37.15,35.13,1009.01,65.56,0.12,0.07,0.09,8.46,16.26,4.23,48.11,96.35,Resting
36.99,36.33,1012.9,78.72,2.46,2.26,3.68,282.32,455.9,209.15,125.0,96.74,Running
37.39,34.07,1029.88,55.96,0.06,0.0,0.05,5.47,6.33,11.3,65.57,100.0,Sedentary
37.03,28.59,1005.42,65.8,0.04,0.08,0.04,12.07,10.28,8.24,69.45,97.14,Sedentary
36.68,23.74,1014.44,74.44,2.19,3.39,3.56,280.76,370.9,430.61,166.35,97.34,Running
36.74,32.96,1005.91,40.65,1.58,0.58,1.1,131.8,50.63,191.34,80.59,98.71,Walking
36.66,22.52,1016.35,67.44,0.07,-0.0,0.02,5.94,0.39,5.94,43.6,96.79,Sleeping
36.46,24.34,1014.12,44.61,0.04,0.06,0.13,11.86,15.02,4.66,56.22,96.78,Resting
36.51,33.54,999.88,62.07,0.94,0.91,0.87,156.2,63.82,81.02,85.91,97.07,Walking
37.42,17.7,983.3,49.59,0.06,-0.02,0.11,2.16,0.4,2.03,50.65,95.14,Sleeping
36.52,33.75,1021.16,70.31,0.03,0.02,0.06,3.83,6.18,0.25,50.02,95.78,Sleeping
37.26,24.05,1011.14,59.39,0.07,0.08,0.08,3.28,7.94,5.62,78.47,97.88,Sedentary
36.26,39.48,1008.37,55.4,0.05,0.02,0.1,6.43,6.87,8.75,72.99,97.63,Sedentary
36.91,28.51,980.82,34.53,0.1,0.15,0.13,17.7,9.84,4.78,72.49,97.3,Sedentary
36.92,26.69,1026.1,57.07,0.06,0.08,0.07,2.8,5.13,7.5,48.63,97.08,Sleeping
37.16,25.53,992.76,31.57,0.06,0.03,0.05,5.98,3.44,2.84,73.52,95.75,Sedentary
37.23,31.24,997.29,55.71,1.2,1.33,0.59,131.72,80.62,145.47,95.04,97.61,Walking
37.33,28.55,999.24,63.97,0.08,0.07,0.02,3.1,5.26,2.96,51.66,97.49,Sleeping
36.66,28.98,1008.53,39.02,0.06,0.06,0.08,3.18,4.47,8.55,53.67,97.53,Sleeping
37.08,44.75,1032.95,35.07,1.77,0.8,1.35,136.48,106.97,100.05,124.33,98.29,Walking
36.85,35.62,1011.51,77.89,0.07,0.12,0.01,11.39,4.23,9.52,83.9,97.2,Sedentary
36.71,23.59,1019.81,51.56,2.16,3.02,2.5,490.32,374.5,370.4,134.07,96.8,Running
36.78,32.12,1015.25,46.78,3.53,2.62,2.34,389.37,409.35,188.0,163.27,96.3,Running
36.43,21.49,992.63,66.81,0.11,0.0,0.02,9.41,8.78,13.68,75.25,98.22,Sedentary
36.57,31.3,997.57,48.73,0.0,0.0,0.09,2.15,-3.19,7.04,52.14,96.53,Sleeping
